listing_id,title,property_type,price,beds,baths,eircode,area,distance_from_city_km,distance_category,has_bus,has_dart,has_luas,url
4944231,"Solas, Greenwich Court, Off Swanville Place, Rathmines, Dublin 6, D06 C6F9",Terraced,3250000,4.0,4.0,D06C6F9,Dublin 6,5,Suburban,1,1,1,https://www.myhome.ie/residential/brochure/solas-greenwich-court-off-swanville-place-rathmines-dublin-6/4944231
4987610,"8 Deerpark Drive, Castleknock, Dublin 15, County Dublin, D15 V2DD",Detached,2600000,5.0,5.0,D15 V2DD,Dublin 15,12,Outer,1,0,1,https://www.myhome.ie/residential/brochure/8-deerpark-drive-castleknock-dublin-15-county-dublin/4987610
4965814,"7 Shielmartin Drive, Sutton, Dublin 13, D13 E971",Detached,875000,5.0,5.0,D13 E971,Dublin 13,10,Outer,1,1,1,https://www.myhome.ie/residential/brochure/7-shielmartin-drive-sutton-dublin-13/4965814
4989527,"171 Palmerstown Avenue, Dublin 20, County Dublin, D20 XC43",Semi-Detached,650000,3.0,3.0,D20 XC43,Dublin 20,10,Outer,1,0,1,https://www.myhome.ie/residential/brochure/171-palmerstown-avenue-dublin-20-county-dublin/4989527
4948123,"Spinnaker, Old Yellow Walls Road, Malahide, K36 RY29",Detached,1250000,4.0,2.0,K36 RY29,Unknown,10,Outer,1,1,1,https://www.myhome.ie/residential/brochure/spinnaker-old-yellow-walls-road-malahide/4948123
4989531,"47 Hunters Hall, Ballycullen, Dublin 24, D24 V500",Apartment,365000,3.0,2.0,D24 V500,Dublin 24,10,Outer,1,0,1,https://www.myhome.ie/residential/brochure/47-hunters-hall-ballycullen-dublin-24/4989531
4989502,"1 Norfolk Road, Phibsborough, Dublin 7, D07 CA44",Studio,865000,3.0,2.0,D07 CA44,Dublin 7,10,Outer,1,0,1,https://www.myhome.ie/residential/brochure/1-norfolk-road-phibsborough-dublin-7/4989502
4985012,"26 Mountpleasant Avenue Upper, Ranelagh, Dublin 6, D06 Y7A4",Studio,1950000,4.0,4.0,D06 Y7A4,Dublin 6,5,Suburban,1,1,1,https://www.myhome.ie/residential/brochure/26-mountpleasant-avenue-upper-ranelagh-dublin-6/4985012
4989498,"1 Park Court, Glenageary Heights, Glenageary, Co. Dublin, A96 T3Y7",Semi-Detached,645000,3.0,1.0,A96T3Y7,Unknown,10,Outer,1,1,1,https://www.myhome.ie/residential/brochure/1-park-court-glenageary-heights-glenageary-co-dublin/4989498
4966597,"133 Aulden Grange, Santry, Dublin 9, D17 YV61",Semi-Detached,600000,3.0,3.0,D17 YV61,Dublin 9,6,Suburban,1,1,1,https://www.myhome.ie/residential/brochure/133-aulden-grange-santry-dublin-9/4966597
4925796,"16 OAK LAWN, Royal Oak, Santry, Dublin 9, D09 N9WO",Detached,495000,4.0,2.0,D09 N9WO,Dublin 9,6,Suburban,1,1,1,https://www.myhome.ie/residential/brochure/16-oak-lawn-royal-oak-santry-dublin-9/4925796
4988377,"35 WELLMOUNT CRESCENT, Finglas, Dublin 11, D11 T0X3",Apartment,350000,3.0,1.0,D11 T0X3,Dublin 11,7,Suburban,1,0,1,https://www.myhome.ie/residential/brochure/35-wellmount-crescent-finglas-dublin-11/4988377
4986029,"5 Beach Drive, Sandymount, Dublin 4, D04 AF85",Terraced,875000,3.0,1.0,D04 AF85,Dublin 4,5,Suburban,1,1,1,https://www.myhome.ie/residential/brochure/5-beach-drive-sandymount-dublin-4/4986029
4989482,"6 Rosedale Close, Clonee, Dublin 15, County Dublin, D15 X2W4",Apartment,295000,2.0,1.0,D15 X2W4,Dublin 15,12,Outer,1,0,1,https://www.myhome.ie/residential/brochure/6-rosedale-close-clonee-dublin-15-county-dublin/4989482
4980372,"579 Howth Road, Raheny, Dublin 5, D05 W025",Semi-Detached,895000,4.0,2.0,D05W025,Dublin 5,10,Outer,1,1,1,https://www.myhome.ie/residential/brochure/579-howth-road-raheny-dublin-5/4980372
4989488,"14 Maple Close, Castleknock, Dublin 15., D15 P2KH",Semi-Detached,625000,3.0,3.0,D15 P2KH,Dublin 15,12,Outer,1,0,1,https://www.myhome.ie/residential/brochure/14-maple-close-castleknock-dublin-15/4989488
4989424,"Moorea, Kerrymount Avenue, Foxrock, Dublin 18, D18 Y1X9",Detached,3950000,5.0,6.0,D18 Y1X9,Dublin 18,14,Outer,1,1,1,https://www.myhome.ie/residential/brochure/moorea-kerrymount-avenue-foxrock-dublin-18/4989424
4989472,"11 Abbey Park, Monkstown, Blackrock, Co. Dublin, A94 YC42",Semi-Detached,850000,3.0,2.0,A94YC42,Unknown,10,Outer,1,1,1,https://www.myhome.ie/residential/brochure/11-abbey-park-monkstown-blackrock-co-dublin/4989472
4931644,"Palermo, Killiney Hill Road, Killiney, County Dublin, A96 DP66",Terraced,5950000,5.0,5.0,A96DP66,Unknown,10,Outer,1,1,1,https://www.myhome.ie/residential/brochure/palermo-killiney-hill-road-killiney-county-dublin/4931644
4931658,"Palermo and The Mews, Killiney Hill Road, Killiney, County Dublin, A96 RV09",Terraced,7250000,8.0,8.0,A96 RV09,Unknown,10,Outer,1,1,1,https://www.myhome.ie/residential/brochure/palermo-and-the-mews-killiney-hill-road-killiney-county-dublin/4931658
4951934,"5 Pine Grove Park, Swords, Co. Dublin, K67 E9C8",Semi-Detached,625000,5.0,2.0,K67E9C8,Dublin 7,10,Outer,1,1,1,https://www.myhome.ie/residential/brochure/5-pine-grove-park-swords-co-dublin/4951934
4985920,"64 Griffith Parade, Finglas East, Finglas, Dublin 11, D11 E5W8",Terraced,425000,3.0,1.0,D11E5W8,Dublin 11,7,Suburban,1,1,1,https://www.myhome.ie/residential/brochure/64-griffith-parade-finglas-east-finglas-dublin-11/4985920
4988176,"5 The Close , Malahide, County Dublin, K36 A273",Apartment,475000,2.0,2.0,K36 A273,Unknown,10,Outer,1,1,1,https://www.myhome.ie/residential/brochure/5-the-close-malahide-county-dublin/4988176
4989464,"35 Effra Road, Rathmines, Dublin 6, D06 H4C1",Terraced,750000,4.0,5.0,D06 H4C1,Dublin 6,5,Suburban,1,0,1,https://www.myhome.ie/residential/brochure/35-effra-road-rathmines-dublin-6/4989464
4955536,"22 Zion Road, Rathgar, Dublin 6, D06 A970",Semi-Detached,2400000,5.0,4.0,D06 A970,Dublin 6,5,Suburban,1,1,1,https://www.myhome.ie/residential/brochure/22-zion-road-rathgar-dublin-6/4955536
4971226,"1 ardbeg Drive , Artane, Dublin 5, D05 K2E2",Semi-Detached,525000,3.0,2.0,D05K2E2,Dublin 5,10,Outer,1,1,1,https://www.myhome.ie/residential/brochure/1-ardbeg-drive-artane-dublin-5/4971226
4989458,"`1 Ard Mor Park, Citywest, Dublin 24, D24 E7W8",Semi-Detached,325000,3.0,1.0,D24 E7W8,Dublin 24,10,Outer,1,0,1,https://www.myhome.ie/residential/brochure/1-ard-mor-park-citywest-dublin-24/4989458
4951749,"39 Churchtown Road Lower, Churchtown, Dublin 14, D14 DX29",Terraced,975000,3.0,2.0,D14 DX29,Dublin 14,7,Suburban,1,1,1,https://www.myhome.ie/residential/brochure/39-churchtown-road-lower-churchtown-dublin-14/4951749
4989457,"36 Clune Road, Finglas, Dublin 11, D11 N6W7",Apartment,445000,3.0,2.0,D11 N6W7,Dublin 11,7,Suburban,1,0,1,https://www.myhome.ie/residential/brochure/36-clune-road-finglas-dublin-11/4989457
4981735,"27 ST. ANNE'S ROAD, Drumcondra, Dublin 9, D09 X5T8",Apartment,575000,3.0,1.0,D09 X5T8,Dublin 9,6,Suburban,1,1,1,https://www.myhome.ie/residential/brochure/27-st-anne-s-road-drumcondra-dublin-9/4981735
4743193,"7A Glenvara Park, Knocklyon, Dublin 16, D16 Y2R6",Bungalow,550000,3.0,2.0,D16 Y2R6,Dublin 16,10,Outer,1,0,1,https://www.myhome.ie/residential/brochure/7a-glenvara-park-knocklyon-dublin-16/4743193
4989431,"6 Annamoe Terrace, Cabra, Dublin 7, County Dublin, D07 P0A6",Apartment,420000,2.0,2.0,D07 P0A6,Dublin 7,10,Outer,1,0,1,https://www.myhome.ie/residential/brochure/6-annamoe-terrace-cabra-dublin-7-county-dublin/4989431
4968264,"58 Castlegate Grove, Adamstown, Lucan, Co. Dublin., K78 EK53",Studio,510000,5.0,4.0,K78EK53,Unknown,10,Outer,1,0,1,https://www.myhome.ie/residential/brochure/58-castlegate-grove-adamstown-lucan-co-dublin/4968264
4911165,"14 Fawn Lodge, Castleknock, Dublin 15, D15 NH73",Apartment,550000,2.0,2.0,D15 NH73,Dublin 15,12,Outer,1,0,1,https://www.myhome.ie/residential/brochure/14-fawn-lodge-castleknock-dublin-15/4911165
4989409,"405 Beacon One, Beacon Court, Sandyford, Dublin 18, D18 RW86",Studio,395000,2.0,2.0,D18 RW86,Dublin 18,14,Outer,1,1,1,https://www.myhome.ie/residential/brochure/405-beacon-one-beacon-court-sandyford-dublin-18/4989409
4989425,"27 Neilstown Avenue, Clondalkin, Dublin 22, D22 P961",Apartment,320000,3.0,1.0,D22 P961,Dublin 22,10,Outer,1,0,1,https://www.myhome.ie/residential/brochure/27-neilstown-avenue-clondalkin-dublin-22/4989425
4988345,"93 CHARLEMONT, Griffith Avenue, Drumcondra, Dublin 9, D09 K5V9",Semi-Detached,625000,3.0,2.0,D09 K5V9,Dublin 9,6,Suburban,1,1,1,https://www.myhome.ie/residential/brochure/93-charlemont-griffith-avenue-drumcondra-dublin-9/4988345
4989440,"53 Waterloo Lane, Ballsbridge, Dublin 4, D04 T9Y2",Semi-Detached,1150000,2.0,3.0,D04 T9Y2,Dublin 4,5,Suburban,1,1,1,https://www.myhome.ie/residential/brochure/53-waterloo-lane-ballsbridge-dublin-4/4989440
4954601,"172 ELM MOUNT AVENUE, Beaumont, Dublin 9, D09 K2H4",Detached,495000,3.0,1.0,D09K2H4,Dublin 9,6,Suburban,1,1,1,https://www.myhome.ie/residential/brochure/172-elm-mount-avenue-beaumont-dublin-9/4954601
4989396,"33 Sycamore, Ridge Hall, Shanganagh Road, Ballybrack, County Dublin, A96 AF44",Apartment,394950,3.0,2.0,A96AF44,Unknown,10,Outer,1,1,1,https://www.myhome.ie/residential/brochure/33-sycamore-ridge-hall-shanganagh-road-ballybrack-county-dublin/4989396
4989240,"29 The Avenue, Robswall, Malahide, County Dublin, K36 NP58",Studio,1150000,4.0,5.0,K36 NP58,Unknown,10,Outer,1,1,1,https://www.myhome.ie/residential/brochure/29-the-avenue-robswall-malahide-county-dublin/4989240
4975702,"23 Garryknock, Castleknock, Dublin 15, D15 Y8CK",Apartment,450000,2.0,2.0,D15 Y8CK,Dublin 15,12,Outer,1,0,1,https://www.myhome.ie/residential/brochure/23-garryknock-castleknock-dublin-15/4975702
4989386,"63 Castleknock Way, Laurel Lodge, Castleknock, Dublin 15, D15 FY02",Semi-Detached,595000,3.0,2.0,D15 FY02,Dublin 15,12,Outer,1,0,1,https://www.myhome.ie/residential/brochure/63-castleknock-way-laurel-lodge-castleknock-dublin-15/4989386
4989432,"52 Thomas Hand Street, Skerries, Dublin, K34 AK40",Terraced,575000,3.0,2.0,K34AK40,Unknown,10,Outer,1,1,0,https://www.myhome.ie/residential/brochure/52-thomas-hand-street-skerries-dublin/4989432
4989390,"651 Carnlough Road, Cabra, Dublin 7, D07 FV05",End of Terrace,420000,2.0,2.0,D07FV05,Dublin 7,10,Outer,1,0,1,https://www.myhome.ie/residential/brochure/651-carnlough-road-cabra-dublin-7/4989390
4989388,"2 Cairnbrook View, Carrickmines, Dublin, D18 VE89",Apartment,490000,2.0,2.0,D18VE89,Dublin 18,14,Outer,1,1,1,https://www.myhome.ie/residential/brochure/2-cairnbrook-view-carrickmines-dublin/4989388
4989414,"19 Blackthorn Hill Close, Rathcoole, Co. Dublin, D24 T04N",Apartment,270000,2.0,2.0,D24 T04N,Dublin 24,10,Outer,1,0,1,https://www.myhome.ie/residential/brochure/19-blackthorn-hill-close-rathcoole-co-dublin/4989414
4985431,"Rathleigh, Newtown Lane, Mount Venus Road, Rathfarnham, Dublin 16, D16 FX58",Detached,975000,4.0,3.0,D16FX58,Dublin 16,10,Outer,1,1,1,https://www.myhome.ie/residential/brochure/rathleigh-newtown-lane-mount-venus-road-rathfarnham-dublin-16/4985431
4936460,"Apartment 6 Beverley Court, Vernon Avenue, Clontarf, Dublin 3, D03 F7T2",Studio,370000,2.0,1.0,D03 F7T2,Dublin 3,4,Suburban,1,1,1,https://www.myhome.ie/residential/brochure/apartment-6-beverley-court-vernon-avenue-clontarf-dublin-3/4936460
4989360,"75 The Forum, Ballymoss Road, Dublin 18, D18 V094",Studio,350000,1.0,1.0,D18 V094,Dublin 18,14,Outer,1,1,1,https://www.myhome.ie/residential/brochure/75-the-forum-ballymoss-road-dublin-18/4989360
4989387,"23 Valentia House, 557 North Circular Road, Dublin 7, D07 E2T6",Studio,495000,3.0,2.0,D07E2T6,Dublin 7,10,Outer,1,0,1,https://www.myhome.ie/residential/brochure/23-valentia-house-557-north-circular-road-dublin-7/4989387
4988382,"Apartment 29, Manor Hall, Kilmainham, Dublin 8, Dublin, D08 TW98",Studio,390000,2.0,1.0,D08TW98,Dublin 8,3,City Centre,1,0,1,https://www.myhome.ie/residential/brochure/apartment-29-manor-hall-kilmainham-dublin-8-dublin/4988382
4989355,"16 Kincora Court, Clontarf, Dublin 3, County Dublin, D03 N2P1",End of Terrace,650000,3.0,2.0,D03 N2P1,Dublin 3,4,Suburban,1,1,1,https://www.myhome.ie/residential/brochure/16-kincora-court-clontarf-dublin-3-county-dublin/4989355
4989367,"17 Kilbarron Road, Coolock, Dublin 5, D05 W984",Semi-Detached,349000,3.0,1.0,D05W984,Dublin 5,10,Outer,1,1,1,https://www.myhome.ie/residential/brochure/17-kilbarron-road-coolock-dublin-5/4989367
4987360,"48 Leopardstown Avenue, Blackrock, Co. Dublin, A94 TY02",Semi-Detached,895000,4.0,4.0,A94 TY02,Dublin 18,14,Outer,1,1,1,https://www.myhome.ie/residential/brochure/48-leopardstown-avenue-blackrock-co-dublin/4987360
4973439,"The Beacon, Pebble Cove, Portmarnock, County Dublin",Terraced,705000,3.0,3.0,D13 F884,Dublin 13,10,Outer,1,1,1,https://www.myhome.ie/residential/brochure/the-beacon-pebble-cove-portmarnock-county-dublin/4973439
4955158,"10 The Coppins, Brighton Road, Foxrock, Dublin 18, D18 T3C1",Detached,1400000,5.0,3.0,D18T3C1,Dublin 18,14,Outer,1,1,1,https://www.myhome.ie/residential/brochure/10-the-coppins-brighton-road-foxrock-dublin-18/4955158
4989368,"117 Lioscian, Swords, County Dublin, K67 X336",Studio,395000,3.0,2.0,K67 X336,Unknown,10,Outer,1,1,1,https://www.myhome.ie/residential/brochure/117-lioscian-swords-county-dublin/4989368
4989365,"2 30 James's Walk, Rialto, Dublin 8, D08 RX90",Studio,275000,1.0,1.0,D08RX90,Dublin 8,3,City Centre,1,0,1,https://www.myhome.ie/residential/brochure/2-30-james-s-walk-rialto-dublin-8/4989365
4989374,"74 Sandford Wood, Swords, County Dublin, K67 TD30",Semi-Detached,660000,4.0,3.0,K67 TD30,Unknown,10,Outer,1,1,1,https://www.myhome.ie/residential/brochure/74-sandford-wood-swords-county-dublin/4989374
4904725,"The Adler, 2 Bedroom House, Redford, Adamstown, Lucan, Co. Dublin",Terraced,500000,2.0,3.0,K78H8E5,Dublin 2,1,City Centre,1,0,1,https://www.myhome.ie/residential/brochure/the-adler-2-bedroom-house-redford-adamstown-lucan-co-dublin/4904725
4986562,"Apartment 20 Lisalea, Frascati Park, Blackrock, Dublin, A94 V008",Studio,470000,2.0,1.0,A94 V008,Dublin 2,1,City Centre,1,1,1,https://www.myhome.ie/residential/brochure/apartment-20-lisalea-frascati-park-blackrock-dublin/4986562
4989283,"8 Park Lane , Clongriffin, Dublin 13, D13 P1H2",Apartment,545000,3.0,3.0,D13 P1H2,Dublin 13,10,Outer,1,1,1,https://www.myhome.ie/residential/brochure/8-park-lane-clongriffin-dublin-13/4989283
4986080,"6 Argyle Road, Donnybrook, Dublin 4, D04 A7K7",Semi-Detached,2600000,4.0,2.0,D04 A7K7,Dublin 4,5,Suburban,1,1,1,https://www.myhome.ie/residential/brochure/6-argyle-road-donnybrook-dublin-4/4986080
4989363,"6 Broadfield Grange, Broadfield Manor, Rathcoole, Co. Dublin, D24 X6VH",Semi-Detached,495000,4.0,3.0,D24 X6VH,Dublin 24,10,Outer,1,0,1,https://www.myhome.ie/residential/brochure/6-broadfield-grange-broadfield-manor-rathcoole-co-dublin/4989363
4989373,"48 Fortunes Lawn, Citywest Drive, Citywest, Co. Dublin, D24 HN47",Studio,295000,2.0,2.0,D24 HN47,Dublin 24,10,Outer,1,0,1,https://www.myhome.ie/residential/brochure/48-fortunes-lawn-citywest-drive-citywest-co-dublin/4989373
4977881,"2 Wainsfort Road, Terenure, Dublin 6W, D6W XT52",Apartment,925000,4.0,3.0,D06H6V2,Dublin 6,5,Suburban,1,0,1,https://www.myhome.ie/residential/brochure/2-wainsfort-road-terenure-dublin-6w/4977881
4989187,"13 Aengus Hall, Tallaght, Dublin 24, D24 KC66",Studio,245000,2.0,1.0,D24KC66,Dublin 24,10,Outer,1,0,1,https://www.myhome.ie/residential/brochure/13-aengus-hall-tallaght-dublin-24/4989187
4981901,"10 Kingsland, Beaverstown Road, Donabate, Co. Dublin, K36 A432",Semi-Detached,650000,4.0,4.0,K36 A432,Unknown,10,Outer,1,1,1,https://www.myhome.ie/residential/brochure/10-kingsland-beaverstown-road-donabate-co-dublin/4981901
4989324,"Apartment 7 Pakenham House, Spencer Dock, IFSC, Dublin 1, D01 R681",Studio,455000,2.0,2.0,D01R681,Dublin 1,1,City Centre,1,1,1,https://www.myhome.ie/residential/brochure/apartment-7-pakenham-house-spencer-dock-ifsc-dublin-1/4989324
4989328,"22 Phibblestown Wood, Clonee, Dublin 15, D15 YF86",Semi-Detached,395000,3.0,3.0,D15YF86,Dublin 15,12,Outer,1,0,1,https://www.myhome.ie/residential/brochure/22-phibblestown-wood-clonee-dublin-15/4989328
4935516,"""Tenby"" 10B Seafield Road, Clontarf, Dublin 3, D03 YF51",Semi-Detached,1000000,3.0,1.0,D03 YF51,Dublin 3,4,Suburban,1,1,1,https://www.myhome.ie/residential/brochure/tenby-10b-seafield-road-clontarf-dublin-3/4935516
4981863,"17 Vernon Grove, Clontarf, Dublin 3, D03 C3H6",Semi-Detached,925000,3.0,3.0,D03 C3H6,Dublin 3,4,Suburban,1,1,1,https://www.myhome.ie/residential/brochure/17-vernon-grove-clontarf-dublin-3/4981863
4989327,"30 St Cathryn's Court, Newgrove Avenue, Sandymount, Dublin 4, D04 CF64",Studio,775000,2.0,2.0,D04 CF64,Dublin 4,5,Suburban,1,1,1,https://www.myhome.ie/residential/brochure/30-st-cathryn-s-court-newgrove-avenue-sandymount-dublin-4/4989327
4906693,"2 Castle Court, Clontarf, Dublin 3, D03 X0H7",Detached,1650000,4.0,5.0,D03 X0H7,Dublin 3,4,Suburban,1,1,1,https://www.myhome.ie/residential/brochure/2-castle-court-clontarf-dublin-3/4906693
4986686,"36A Binn Eadair View, Sutton, Dublin 13, D13 E6P1",Semi-Detached,495000,2.0,1.0,D13 E6P1,Dublin 13,10,Outer,1,1,1,https://www.myhome.ie/residential/brochure/36a-binn-eadair-view-sutton-dublin-13/4986686
4967923,"154 Cashel Road, Crumlin, Dublin 12, D12 K5X6",Terraced,374950,2.0,1.0,D12K5X6,Dublin 12,6,Suburban,1,0,1,https://www.myhome.ie/residential/brochure/154-cashel-road-crumlin-dublin-12/4967923
4989351,"5 Mount Street Lower, Dublin 2, D02 VP68",Duplex,2500000,6.0,7.0,D02 VP68,Dublin 2,1,City Centre,1,1,1,https://www.myhome.ie/residential/brochure/5-mount-street-lower-dublin-2/4989351
4989278,"6 Coolkill, Sandyford, Dublin 18, D18 X8W6",Detached,875000,5.0,3.0,D18 X8W6,Dublin 18,14,Outer,1,1,1,https://www.myhome.ie/residential/brochure/6-coolkill-sandyford-dublin-18/4989278
4989330,"27 Cushlawn Drive, Killinarden, Tallaght, Dublin 24, D24 F2A3",Apartment,330000,3.0,2.0,D24F2A3,Dublin 24,10,Outer,1,0,1,https://www.myhome.ie/residential/brochure/27-cushlawn-drive-killinarden-tallaght-dublin-24/4989330
4989348,"9 Applewood Main Street, Applewood, Swords, Co. Dublin, K67 XE63",Apartment,395000,3.0,3.0,K67 XE63,Unknown,10,Outer,1,1,1,https://www.myhome.ie/residential/brochure/9-applewood-main-street-applewood-swords-co-dublin/4989348
4989341,"226 Phibsboro Road,Dublin 7, Phibsborough, Dublin 7, D07 YR8F",Apartment,840000,5.0,3.0,D07 YR8F,Dublin 7,10,Outer,1,0,1,https://www.myhome.ie/residential/brochure/226-phibsboro-road-dublin-7-phibsborough-dublin-7/4989341
4972368,"Type C, Yourell's Meadows, The Back Road, Malahide, County Dublin",Semi-Detached,715000,3.0,3.0,K36 AW22,Dublin 13,10,Outer,1,1,1,https://www.myhome.ie/residential/brochure/type-c-yourell-s-meadows-the-back-road-malahide-county-dublin/4972368
4989350,"26 Lanesborough Drive, Finglas, Dublin 11, County Dublin, D11 F205",Apartment,395000,3.0,3.0,D11 F205,Dublin 11,7,Suburban,1,1,1,https://www.myhome.ie/residential/brochure/26-lanesborough-drive-finglas-dublin-11-county-dublin/4989350
4989319,"7 Park View, Hansfield Wood, Clonsilla, Dublin, D15 DY2W",Semi-Detached,525000,3.0,3.0,D15DY2W,Dublin 15,12,Outer,1,0,1,https://www.myhome.ie/residential/brochure/7-park-view-hansfield-wood-clonsilla-dublin/4989319
4989339,"21 Greentrees Road, Terenure, Dublin 12, County Dublin, D12 AC66",Semi-Detached,625000,3.0,2.0,D12 AC66,Dublin 12,6,Suburban,1,0,1,https://www.myhome.ie/residential/brochure/21-greentrees-road-terenure-dublin-12-county-dublin/4989339
4989281,"12 Coldwell Street, Glasthule, Dublin, A96 XV25",Terraced,325000,1.0,1.0,A96 XV25,Unknown,10,Outer,1,1,1,https://www.myhome.ie/residential/brochure/12-coldwell-street-glasthule-dublin/4989281
4985203,"Villa Maria, 63 Bird Avenue, Clonskeagh, Dublin 14, County Dublin, D14 C965",Semi-Detached,1150000,4.0,2.0,D14 C965,Dublin 14,7,Suburban,1,1,1,https://www.myhome.ie/residential/brochure/villa-maria-63-bird-avenue-clonskeagh-dublin-14-county-dublin/4985203
4989305,"146 The Lighthouse, Church Road, East Wall, Dublin 3",Studio,495000,3.0,2.0,D03 XY06,Dublin 3,4,Suburban,1,1,1,https://www.myhome.ie/residential/brochure/146-the-lighthouse-church-road-east-wall-dublin-3/4989305
4989294,"35 Kelly's Bay Cliffs, Skerries, Dublin, K34 YF89",Semi-Detached,549000,3.0,3.0,K34 YF89,Unknown,10,Outer,1,0,0,https://www.myhome.ie/residential/brochure/35-kelly-s-bay-cliffs-skerries-dublin/4989294
4983430,"14 Sutton Downs, Sutton, Dublin 13, D13 A0P9",Semi-Detached,895000,5.0,3.0,D13 A0P9,Dublin 13,10,Outer,1,1,1,https://www.myhome.ie/residential/brochure/14-sutton-downs-sutton-dublin-13/4983430
4989317,"12 St Clement's Road, Drumcondra, Dublin 9, D09 E6C2",Apartment,675000,4.0,2.0,D09 E6C2,Dublin 9,6,Suburban,1,0,1,https://www.myhome.ie/residential/brochure/12-st-clement-s-road-drumcondra-dublin-9/4989317
4989313,"14 Bremore Pastures Way, Balbriggan, County Dublin, K32 TK92",Duplex,285000,3.0,2.0,K32 TK92,Dublin 11,7,Suburban,1,1,0,https://www.myhome.ie/residential/brochure/14-bremore-pastures-way-balbriggan-county-dublin/4989313
4989311,"48 Hollybrook Grove, Clontarf, Dublin 3, County Dublin, D03 X652",Semi-Detached,500000,3.0,1.0,D03 X652,Dublin 3,4,Suburban,1,1,1,https://www.myhome.ie/residential/brochure/48-hollybrook-grove-clontarf-dublin-3-county-dublin/4989311
4989299,"24 timbermills Artane , Artane, Dublin 5, D05 X864",Apartment,365000,2.0,1.0,D05X864,Dublin 5,10,Outer,1,1,1,https://www.myhome.ie/residential/brochure/24-timbermills-artane-artane-dublin-5/4989299
4979814,"135 Upper Leeson Street, Ballsbridge, Dublin 4, D04 E5Y6",Terraced,1200000,3.0,3.0,D04E5Y6,Dublin 4,5,Suburban,1,0,0,https://www.myhome.ie/residential/brochure/135-upper-leeson-street-ballsbridge-dublin-4/4979814
4989302,"17 Comerford's Cross, Strand Road, Portmarnock, County Dublin, D13 XD92",Studio,535000,3.0,2.0,D13XD92,Dublin 13,10,Outer,1,1,1,https://www.myhome.ie/residential/brochure/17-comerford-s-cross-strand-road-portmarnock-county-dublin/4989302
4989241,"285 Seapark, Malahide, County Dublin, K36 TD30",Detached,1095000,4.0,2.0,K36 TD30,Dublin 3,4,Suburban,1,1,1,https://www.myhome.ie/residential/brochure/285-seapark-malahide-county-dublin/4989241
4987862,"89 Foster Avenue, Mount Merrion, Co. Dublin, A94 N527",Detached,1450000,4.0,2.0,A94 N527,Unknown,10,Outer,1,1,1,https://www.myhome.ie/residential/brochure/89-foster-avenue-mount-merrion-co-dublin/4987862
4985504,"Apartment 12, Block A, BLACKHALL SQUARE (with Parking Space Option), North King Street, Smithfield, Dublin 7, D07 ET93",Apartment,335000,2.0,1.0,D07 ET93,Dublin 7,10,Outer,1,0,1,https://www.myhome.ie/residential/brochure/apartment-12-block-a-blackhall-square-with-parking-space-option-north-king-street-smithfield-dublin-/4985504
4954960,"184 Downpatrick Road, Crumlin, Dublin 12, D12 A3K8",Studio,374950,2.0,2.0,D12A3K8,Dublin 12,6,Suburban,1,0,1,https://www.myhome.ie/residential/brochure/184-downpatrick-road-crumlin-dublin-12/4954960
4987118,"4 Cabinteely Wood, Cabinteely, Dublin 18",End of Terrace,845000,4.0,5.0,D18AK03,Dublin 18,14,Outer,1,1,1,https://www.myhome.ie/residential/brochure/4-cabinteely-wood-cabinteely-dublin-18/4987118
4774580,"55 John McCormack Avenue, Walkinstown, Dublin 12, D12 P2E2",Studio,449950,3.0,2.0,D12P2E2,Dublin 12,6,Suburban,1,0,1,https://www.myhome.ie/residential/brochure/55-john-mccormack-avenue-walkinstown-dublin-12/4774580
4989289,"64 Shanagarry, Milltown Road, Milltown, Dublin 6, D06 XD96",Apartment,450000,2.0,1.0,D06 XD96,Dublin 6,5,Suburban,1,1,1,https://www.myhome.ie/residential/brochure/64-shanagarry-milltown-road-milltown-dublin-6/4989289
4989258,"201b Howth Road, Clontarf, Dublin 3, D03 F8C8",Detached,1395000,3.0,3.0,D03 F8C8,Dublin 3,4,Suburban,1,1,1,https://www.myhome.ie/residential/brochure/201b-howth-road-clontarf-dublin-3/4989258
4989267,"120 Bunting Road, Walkinstown, Dublin 12, D12 Y9FS",Terraced,459000,3.0,2.0,D12Y9FS,Dublin 12,6,Suburban,1,0,1,https://www.myhome.ie/residential/brochure/120-bunting-road-walkinstown-dublin-12/4989267
4989274,"30 Hillsbrook Avenue, Perrystown, Dublin 12, County Dublin, D12 W528",Terraced,625000,3.0,2.0,D12 W528,Dublin 12,6,Suburban,1,0,1,https://www.myhome.ie/residential/brochure/30-hillsbrook-avenue-perrystown-dublin-12-county-dublin/4989274
4989282,"108 ST. DECLAN'S ROAD, Marino, Dublin 3, D03 N8X0",Apartment,575000,3.0,1.0,D03 N8X0,Dublin 3,4,Suburban,1,1,1,https://www.myhome.ie/residential/brochure/108-st-declan-s-road-marino-dublin-3/4989282
4989264,"50 Foxborough Road, Lucan, Dublin, K78 A594",Semi-Detached,435000,4.0,2.0,K78 A594,Dublin 22,10,Outer,1,0,1,https://www.myhome.ie/residential/brochure/50-foxborough-road-lucan-dublin/4989264
